data,marca,preco
2022-11-09,Chevrolet S10,"5.539,80"
2022-11-09,Mitsubishi L200,"5.869,80"
2022-11-09,Mitsubishi L200,"6.369,90"
2022-11-09,Chevrolet Cruze,"4.069,80"
2022-11-09,Fiat Cronos,"2.129,70"
2022-11-09,Citroën C3,"1.859,70"
2022-11-09,Peugeot 208,"2.039,70"
2022-11-09,Citroën C4,"2.519,70"
2022-11-09,Hyundai HB20,"2.469,90"
2022-11-09,Peugeot 2008,"2.389,80"
2022-11-09,Renault Kwid,"1.719,90"
2022-11-09,Hyundai HB20,"2.099,70"
2022-11-09,Jeep Renegade,"2.989,80"
2022-11-09,Fiat Toro,"3.799,80"
2022-11-09,Fiat Mobi,"1.559,70"
2022-11-09,Renault Kwid,"1.559,70"
2022-11-09,Hyundai HB20,"2.339,70"
2022-11-09,Jeep Commander,"5.269,80"
2022-11-09,Citroën C4,"2.419,80"
2022-11-09,Jeep Commander,"6.569,70"
2022-11-09,Fiat Pulse,"2.619,90"
2022-11-09,Volvo XC,"10.639,80"
2022-11-09,Volkswagen Nivus,"2.959,80"
2022-11-09,BYD TAN,"13.969,80"
2022-11-09,Jeep Renegade,"3.039,90"
2022-11-09,Jeep Renegade,"3.619,80"
2022-11-09,Jeep Compass,"5.109,90"
2022-11-09,Citroën C4,"3.219,90"
2022-11-09,Nissan Kicks,"2.969,70"
2022-11-09,Fiat Pulse,"2.849,70"
2022-11-09,Hyundai HB20,"2.839,80"
2022-11-09,Fiat Cronos,"2.299,80"
2022-11-09,Jeep Compass,"4.119,90"
2022-11-09,Fiat Toro,"5.069,70"
2022-11-09,Nissan Kicks,"3.529,80"
2022-11-09,Hyundai HB20,"1.949,70"
2022-11-09,Chevrolet Spin,"2.769,90"
2022-11-09,Nissan Kicks,"3.169,80"
2022-11-09,Fiat Argo,"1.819,80"
2022-11-09,Chevrolet Onix,"1.949,70"
2022-11-09,Peugeot 208,"2.439,90"
2022-11-09,Chevrolet Onix,"2.399,70"
2022-11-09,Fiat Strada,"2.419,80"
2022-11-09,Volkswagen Gol,"1.739,70"
2022-11-09,Chevrolet Tracker,"3.339,90"
2022-11-09,Renault Kwid,"1.669,80"
2022-11-09,Chevrolet Onix,"2.259,90"
2022-11-09,Fiat Mobi,"1.699,80"
2022-11-09,Volkswagen Voyage,"1.799,70"
2022-11-09,Chevrolet Onix,"2.039,70"
2022-11-09,Hyundai HB20,"2.019,90"
2022-11-09,Volkswagen T-Cross,"3.219,90"
2022-11-09,Fiat Argo,"1.909,80"
2022-11-10,Chevrolet S10,"5.539,80"
2022-11-10,Mitsubishi L200,"5.869,80"
2022-11-10,Mitsubishi L200,"6.369,90"
2022-11-10,Chevrolet Cruze,"4.069,80"
2022-11-10,Fiat Cronos,"2.129,70"
2022-11-10,Citroën C3,"1.859,70"
2022-11-10,Peugeot 208,"2.039,70"
2022-11-10,Citroën C4,"2.519,70"
2022-11-10,Hyundai HB20,"2.469,90"
2022-11-10,Peugeot 2008,"2.389,80"
2022-11-10,Renault Kwid,"1.719,90"
2022-11-10,Hyundai HB20,"2.099,70"
2022-11-10,Jeep Renegade,"2.989,80"
2022-11-10,Fiat Toro,"3.799,80"
2022-11-10,Fiat Mobi,"1.559,70"
2022-11-10,Renault Kwid,"1.559,70"
2022-11-10,Hyundai HB20,"2.339,70"
2022-11-10,Jeep Commander,"5.269,80"
2022-11-10,Citroën C4,"2.419,80"
2022-11-10,Jeep Commander,"6.569,70"
2022-11-10,Fiat Pulse,"2.619,90"
2022-11-10,Volvo XC,"10.639,80"
2022-11-10,Volkswagen Nivus,"2.959,80"
2022-11-10,BYD TAN,"13.969,80"
2022-11-10,Jeep Renegade,"3.039,90"
2022-11-10,Jeep Renegade,"3.619,80"
2022-11-10,Jeep Compass,"5.109,90"
2022-11-10,Citroën C4,"3.219,90"
2022-11-10,Nissan Kicks,"2.969,70"
2022-11-10,Fiat Pulse,"2.849,70"
2022-11-10,Hyundai HB20,"2.839,80"
2022-11-10,Fiat Cronos,"2.299,80"
2022-11-10,Jeep Compass,"4.119,90"
2022-11-10,Fiat Toro,"5.069,70"
2022-11-10,Nissan Kicks,"3.529,80"
2022-11-10,Hyundai HB20,"1.949,70"
2022-11-10,Chevrolet Spin,"2.769,90"
2022-11-10,Nissan Kicks,"3.169,80"
2022-11-10,Fiat Argo,"1.819,80"
2022-11-10,Chevrolet Onix,"1.949,70"
2022-11-10,Peugeot 208,"2.439,90"
2022-11-10,Chevrolet Onix,"2.399,70"
2022-11-10,Fiat Strada,"2.419,80"
2022-11-10,Volkswagen Gol,"1.739,70"
2022-11-10,Chevrolet Tracker,"3.339,90"
2022-11-10,Renault Kwid,"1.669,80"
2022-11-10,Chevrolet Onix,"2.259,90"
2022-11-10,Fiat Mobi,"1.699,80"
2022-11-10,Volkswagen Voyage,"1.799,70"
2022-11-10,Chevrolet Onix,"2.039,70"
2022-11-10,Hyundai HB20,"2.019,90"
2022-11-10,Volkswagen T-Cross,"3.219,90"
2022-11-10,Fiat Argo,"1.909,80"
2022-11-11,Chevrolet S10,"5.539,80"
2022-11-11,Mitsubishi L200,"6.099,90"
2022-11-11,Mitsubishi L200,"6.369,90"
2022-11-11,Chevrolet Cruze,"4.069,80"
2022-11-11,Fiat Cronos,"2.129,70"
2022-11-11,Citroën C3,"1.859,70"
2022-11-11,Peugeot 208,"2.039,70"
2022-11-11,Citroën C4,"2.519,70"
2022-11-11,Hyundai HB20,"2.469,90"
2022-11-11,Peugeot 2008,"2.389,80"
2022-11-11,Renault Kwid,"1.719,90"
2022-11-11,Hyundai HB20,"2.099,70"
2022-11-11,Jeep Renegade,"2.989,80"
2022-11-11,Fiat Toro,"3.799,80"
2022-11-11,Fiat Mobi,"1.559,70"
2022-11-11,Renault Kwid,"1.559,70"
2022-11-11,Hyundai HB20,"2.339,70"
2022-11-11,Jeep Commander,"5.269,80"
2022-11-11,Citroën C4,"2.419,80"
2022-11-11,Jeep Commander,"6.569,70"
2022-11-11,Fiat Pulse,"2.619,90"
2022-11-11,Volvo XC,"10.639,80"
2022-11-11,Volkswagen Nivus,"2.959,80"
2022-11-11,BYD TAN,"13.969,80"
2022-11-11,Jeep Renegade,"3.039,90"
2022-11-11,Jeep Renegade,"3.619,80"
2022-11-11,Jeep Compass,"5.109,90"
2022-11-11,Citroën C4,"3.219,90"
2022-11-11,Nissan Kicks,"2.969,70"
2022-11-11,Fiat Pulse,"2.849,70"
2022-11-11,Hyundai HB20,"2.839,80"
2022-11-11,Fiat Cronos,"2.299,80"
2022-11-11,Jeep Compass,"4.119,90"
2022-11-11,Fiat Toro,"5.069,70"
2022-11-11,Nissan Kicks,"3.529,80"
2022-11-11,Hyundai HB20,"1.949,70"
2022-11-11,Chevrolet Spin,"2.769,90"
2022-11-11,Nissan Kicks,"3.169,80"
2022-11-11,Fiat Argo,"1.819,80"
2022-11-11,Chevrolet Onix,"1.949,70"
2022-11-11,Peugeot 208,"2.439,90"
2022-11-11,Chevrolet Onix,"2.399,70"
2022-11-11,Fiat Strada,"2.419,80"
2022-11-11,Volkswagen Gol,"1.739,70"
2022-11-11,Chevrolet Tracker,"3.339,90"
2022-11-11,Renault Kwid,"1.669,80"
2022-11-11,Chevrolet Onix,"2.259,90"
2022-11-11,Fiat Mobi,"1.699,80"
2022-11-11,Volkswagen Voyage,"1.799,70"
2022-11-11,Chevrolet Onix,"2.039,70"
2022-11-11,Hyundai HB20,"2.019,90"
2022-11-11,Volkswagen T-Cross,"3.219,90"
2022-11-11,Fiat Argo,"1.899,90"
2022-11-14,Chevrolet S10,"5.539,80"
2022-11-14,Mitsubishi L200,"6.099,90"
2022-11-14,Mitsubishi L200,"6.369,90"
2022-11-14,Chevrolet Cruze,"4.069,80"
2022-11-14,Fiat Cronos,"2.129,70"
2022-11-14,Citroën C3,"1.859,70"
2022-11-14,Peugeot 208,"2.039,70"
2022-11-14,Citroën C4,"2.519,70"
2022-11-14,Hyundai HB20,"2.469,90"
2022-11-14,Peugeot 2008,"2.389,80"
2022-11-14,Renault Kwid,"1.719,90"
2022-11-14,Hyundai HB20,"2.099,70"
2022-11-14,Jeep Renegade,"2.989,80"
2022-11-14,Fiat Toro,"3.799,80"
2022-11-14,Hyundai HB20,"2.339,70"
2022-11-14,Jeep Commander,"5.269,80"
2022-11-14,Citroën C4,"2.419,80"
2022-11-14,Jeep Commander,"6.569,70"
2022-11-14,Fiat Pulse,"2.619,90"
2022-11-14,Volvo XC,"10.639,80"
2022-11-14,Volkswagen Nivus,"2.959,80"
2022-11-14,BYD TAN,"13.969,80"
2022-11-14,Jeep Renegade,"3.039,90"
2022-11-14,Jeep Renegade,"3.619,80"
2022-11-14,Jeep Compass,"5.109,90"
2022-11-14,Citroën C4,"3.219,90"
2022-11-14,Nissan Kicks,"2.969,70"
2022-11-14,Fiat Pulse,"2.849,70"
2022-11-14,Hyundai HB20,"2.839,80"
2022-11-14,Jeep Compass,"4.119,90"
2022-11-14,Fiat Toro,"5.069,70"
2022-11-14,Nissan Kicks,"3.529,80"
2022-11-14,Chevrolet Spin,"2.769,90"
2022-11-14,Nissan Kicks,"3.169,80"
2022-11-14,Fiat Argo,"1.819,80"
2022-11-14,Chevrolet Onix,"1.949,70"
2022-11-14,Peugeot 208,"2.439,90"
2022-11-14,Chevrolet Onix,"2.399,70"
2022-11-14,Fiat Strada,"2.419,80"
2022-11-14,Volkswagen Gol,"1.739,70"
2022-11-14,Chevrolet Tracker,"3.339,90"
2022-11-14,Renault Kwid,"1.669,80"
2022-11-14,Chevrolet Onix,"2.259,90"
2022-11-14,Fiat Mobi,"1.699,80"
2022-11-14,Volkswagen Voyage,"1.799,70"
2022-11-14,Chevrolet Onix,"2.039,70"
2022-11-14,Hyundai HB20,"2.019,90"
2022-11-14,Fiat Argo,"1.899,90"
2022-11-16,Chevrolet S10,"5.539,80"
2022-11-16,Mitsubishi L200,"6.099,90"
2022-11-16,Mitsubishi L200,"6.369,90"
2022-11-16,Chevrolet Cruze,"4.069,80"
2022-11-16,Fiat Cronos,"2.129,70"
2022-11-16,Citroën C3,"1.859,70"
2022-11-16,Peugeot 208,"2.039,70"
2022-11-16,Citroën C4,"2.519,70"
2022-11-16,Hyundai HB20,"2.469,90"
2022-11-16,Peugeot 2008,"2.389,80"
2022-11-16,Renault Kwid,"1.719,90"
2022-11-16,Hyundai HB20,"2.099,70"
2022-11-16,Jeep Renegade,"2.989,80"
2022-11-16,Fiat Toro,"3.799,80"
2022-11-16,Hyundai HB20,"2.339,70"
2022-11-16,Jeep Commander,"5.269,80"
2022-11-16,Citroën C4,"2.419,80"
2022-11-16,Jeep Commander,"6.569,70"
2022-11-16,Fiat Pulse,"2.619,90"
2022-11-16,Volkswagen Nivus,"2.959,80"
2022-11-16,BYD TAN,"13.969,80"
2022-11-16,Jeep Renegade,"3.039,90"
2022-11-16,Jeep Renegade,"3.619,80"
2022-11-16,Jeep Compass,"5.109,90"
2022-11-16,Citroën C4,"3.219,90"
2022-11-16,Nissan Kicks,"2.969,70"
2022-11-16,Fiat Pulse,"2.849,70"
2022-11-16,Hyundai HB20,"2.839,80"
2022-11-16,Jeep Compass,"4.119,90"
2022-11-16,Volkswagen T-Cross,"2.919,90"
2022-11-16,Fiat Toro,"5.069,70"
2022-11-16,Nissan Kicks,"3.529,80"
2022-11-16,Chevrolet Spin,"2.769,90"
2022-11-16,Nissan Kicks,"3.169,80"
2022-11-16,Fiat Argo,"1.819,80"
2022-11-16,Chevrolet Onix,"1.949,70"
2022-11-16,Chevrolet Onix,"2.399,70"
2022-11-16,Fiat Strada,"2.419,80"
2022-11-16,Volkswagen Gol,"1.739,70"
2022-11-16,Chevrolet Tracker,"3.339,90"
2022-11-16,Renault Kwid,"1.669,80"
2022-11-16,Chevrolet Onix,"2.259,90"
2022-11-16,Fiat Mobi,"1.699,80"
2022-11-16,Volkswagen Voyage,"1.799,70"
2022-11-16,Chevrolet Onix,"2.039,70"
2022-11-16,Hyundai HB20,"2.019,90"
2022-11-16,Fiat Argo,"1.899,90"
2022-11-17,Chevrolet S10,"5.539,80"
2022-11-17,Mitsubishi L200,"6.099,90"
2022-11-17,Mitsubishi L200,"6.369,90"
2022-11-17,Chevrolet Cruze,"4.069,80"
2022-11-17,Fiat Cronos,"2.129,70"
2022-11-17,Citroën C3,"1.859,70"
2022-11-17,Peugeot 208,"2.039,70"
2022-11-17,Citroën C4,"2.519,70"
2022-11-17,Hyundai HB20,"2.469,90"
2022-11-17,Peugeot 2008,"2.389,80"
2022-11-17,Renault Kwid,"1.719,90"
2022-11-17,Hyundai HB20,"2.099,70"
2022-11-17,Jeep Renegade,"2.989,80"
2022-11-17,Fiat Toro,"3.799,80"
2022-11-17,Fiat Mobi,"1.559,70"
2022-11-17,Hyundai HB20,"2.339,70"
2022-11-17,Jeep Commander,"5.269,80"
2022-11-17,Citroën C4,"2.419,80"
2022-11-17,Jeep Commander,"6.569,70"
2022-11-17,Fiat Pulse,"2.619,90"
2022-11-17,Volkswagen Nivus,"2.959,80"
2022-11-17,BYD TAN,"13.969,80"
2022-11-17,Jeep Renegade,"3.039,90"
2022-11-17,Jeep Renegade,"3.619,80"
2022-11-17,Jeep Compass,"5.109,90"
2022-11-17,Citroën C4,"3.219,90"
2022-11-17,Nissan Kicks,"2.969,70"
2022-11-17,Fiat Pulse,"2.849,70"
2022-11-17,Hyundai HB20,"2.839,80"
2022-11-17,Volkswagen T-Cross,"3.279,90"
2022-11-17,Jeep Compass,"4.119,90"
2022-11-17,Volkswagen T-Cross,"2.919,90"
2022-11-17,Fiat Toro,"5.069,70"
2022-11-17,Nissan Kicks,"3.529,80"
2022-11-17,Chevrolet Spin,"2.769,90"
2022-11-17,Nissan Kicks,"3.169,80"
2022-11-17,Fiat Argo,"1.819,80"
2022-11-17,Chevrolet Onix,"1.949,70"
2022-11-17,Chevrolet Onix,"2.399,70"
2022-11-17,Fiat Strada,"2.419,80"
2022-11-17,Volkswagen Gol,"1.739,70"
2022-11-17,Chevrolet Tracker,"3.339,90"
2022-11-17,Renault Kwid,"1.669,80"
2022-11-17,Chevrolet Onix,"2.259,90"
2022-11-17,Fiat Mobi,"1.699,80"
2022-11-17,Volkswagen Voyage,"1.799,70"
2022-11-17,Chevrolet Onix,"2.039,70"
2022-11-17,Hyundai HB20,"2.019,90"
2022-11-17,Hyundai Creta,"2.799,90"
2022-11-17,Fiat Argo,"1.899,90"
2022-11-18,Chevrolet S10,"5.539,80"
2022-11-18,Mitsubishi L200,"6.099,90"
2022-11-18,Mitsubishi L200,"6.369,90"
2022-11-18,Chevrolet Cruze,"4.069,80"
2022-11-18,Fiat Cronos,"2.129,70"
2022-11-18,Citroën C3,"1.859,70"
2022-11-18,Peugeot 208,"2.039,70"
2022-11-18,Citroën C4,"2.519,70"
2022-11-18,Hyundai HB20,"2.469,90"
2022-11-18,Peugeot 2008,"2.389,80"
2022-11-18,Renault Kwid,"1.719,90"
2022-11-18,Hyundai HB20,"2.099,70"
2022-11-18,Jeep Renegade,"2.989,80"
2022-11-18,Fiat Toro,"3.799,80"
2022-11-18,Fiat Mobi,"1.559,70"
2022-11-18,Hyundai HB20,"2.339,70"
2022-11-18,Jeep Commander,"5.269,80"
2022-11-18,Citroën C4,"2.419,80"
2022-11-18,Jeep Commander,"6.569,70"
2022-11-18,Fiat Pulse,"2.619,90"
2022-11-18,Volkswagen Nivus,"2.959,80"
2022-11-18,BYD TAN,"13.969,80"
2022-11-18,Jeep Renegade,"3.039,90"
2022-11-18,Jeep Renegade,"3.619,80"
2022-11-18,Jeep Compass,"5.109,90"
2022-11-18,Citroën C4,"3.219,90"
2022-11-18,Nissan Kicks,"2.969,70"
2022-11-18,Fiat Pulse,"2.849,70"
2022-11-18,Hyundai HB20,"2.839,80"
2022-11-18,Volkswagen T-Cross,"3.279,90"
2022-11-18,Jeep Compass,"4.119,90"
2022-11-18,Fiat Toro,"5.069,70"
2022-11-18,Nissan Kicks,"3.529,80"
2022-11-18,Chevrolet Spin,"2.769,90"
2022-11-18,Nissan Kicks,"3.169,80"
2022-11-18,Fiat Argo,"1.819,80"
2022-11-18,Chevrolet Onix,"1.949,70"
2022-11-18,Chevrolet Onix,"2.399,70"
2022-11-18,Fiat Strada,"2.419,80"
2022-11-18,Volkswagen Gol,"1.739,70"
2022-11-18,Chevrolet Tracker,"3.339,90"
2022-11-18,Renault Kwid,"1.669,80"
2022-11-18,Chevrolet Onix,"2.259,90"
2022-11-18,Fiat Mobi,"1.699,80"
2022-11-18,Volkswagen Voyage,"1.799,70"
2022-11-18,Chevrolet Onix,"2.039,70"
2022-11-18,Hyundai HB20,"2.019,90"
2022-11-18,Hyundai Creta,"2.799,90"
2022-11-18,Fiat Argo,"1.899,90"
2022-11-21,Chevrolet S10,"5.539,80"
2022-11-21,Mitsubishi L200,"6.099,90"
2022-11-21,Mitsubishi L200,"6.369,90"
2022-11-21,Chevrolet Cruze,"4.069,80"
2022-11-21,Fiat Cronos,"2.129,70"
2022-11-21,Citroën C3,"1.859,70"
2022-11-21,Peugeot 208,"2.039,70"
2022-11-21,Citroën C4,"2.519,70"
2022-11-21,Hyundai HB20,"2.469,90"
2022-11-21,Peugeot 2008,"2.389,80"
2022-11-21,Renault Kwid,"1.719,90"
2022-11-21,Hyundai HB20,"2.099,70"
2022-11-21,Jeep Renegade,"2.989,80"
2022-11-21,Fiat Toro,"3.799,80"
2022-11-21,Fiat Mobi,"1.559,70"
2022-11-21,Hyundai HB20,"2.339,70"
2022-11-21,Jeep Commander,"5.269,80"
2022-11-21,Citroën C4,"2.419,80"
2022-11-21,Jeep Commander,"6.569,70"
2022-11-21,Fiat Pulse,"2.619,90"
2022-11-21,Volkswagen Nivus,"2.959,80"
2022-11-21,BYD TAN,"13.969,80"
2022-11-21,Jeep Renegade,"3.039,90"
2022-11-21,Jeep Renegade,"3.619,80"
2022-11-21,Jeep Compass,"5.109,90"
2022-11-21,Citroën C4,"3.219,90"
2022-11-21,Nissan Kicks,"2.969,70"
2022-11-21,Fiat Pulse,"2.849,70"
2022-11-21,Hyundai HB20,"2.839,80"
2022-11-21,Volkswagen T-Cross,"3.279,90"
2022-11-21,Jeep Compass,"4.119,90"
2022-11-21,Fiat Toro,"5.069,70"
2022-11-21,Nissan Kicks,"3.529,80"
2022-11-21,Chevrolet Spin,"2.769,90"
2022-11-21,Nissan Kicks,"3.169,80"
2022-11-21,Fiat Argo,"1.819,80"
2022-11-21,Chevrolet Onix,"1.949,70"
2022-11-21,Chevrolet Onix,"2.399,70"
2022-11-21,Fiat Strada,"2.419,80"
2022-11-21,Volkswagen Gol,"1.739,70"
2022-11-21,Chevrolet Tracker,"3.339,90"
2022-11-21,Renault Kwid,"1.669,80"
2022-11-21,Chevrolet Onix,"2.259,90"
2022-11-21,Fiat Mobi,"1.699,80"
2022-11-21,Volkswagen Voyage,"1.799,70"
2022-11-21,Chevrolet Onix,"2.039,70"
2022-11-21,Hyundai HB20,"2.019,90"
2022-11-21,Hyundai Creta,"2.799,90"
2022-11-21,Fiat Argo,"1.899,90"
2022-11-22,Chevrolet S10,"5.539,80"
2022-11-22,Mitsubishi L200,"6.099,90"
2022-11-22,Mitsubishi L200,"6.369,90"
2022-11-22,Chevrolet Cruze,"4.069,80"
2022-11-22,Fiat Cronos,"2.129,70"
2022-11-22,Citroën C3,"1.859,70"
2022-11-22,Peugeot 208,"2.039,70"
2022-11-22,Citroën C4,"2.519,70"
2022-11-22,Hyundai HB20,"2.469,90"
2022-11-22,Peugeot 2008,"2.389,80"
2022-11-22,Renault Kwid,"1.719,90"
2022-11-22,Hyundai HB20,"2.099,70"
2022-11-22,Jeep Renegade,"2.989,80"
2022-11-22,Fiat Toro,"3.799,80"
2022-11-22,Fiat Mobi,"1.559,70"
2022-11-22,Hyundai HB20,"2.339,70"
2022-11-22,Jeep Commander,"5.269,80"
2022-11-22,Citroën C4,"2.419,80"
2022-11-22,Jeep Commander,"6.569,70"
2022-11-22,Fiat Pulse,"2.619,90"
2022-11-22,Volkswagen Nivus,"2.959,80"
2022-11-22,BYD TAN,"13.969,80"
2022-11-22,Jeep Renegade,"3.039,90"
2022-11-22,Jeep Renegade,"3.619,80"
2022-11-22,Jeep Compass,"5.109,90"
2022-11-22,Citroën C4,"3.219,90"
2022-11-22,Nissan Kicks,"2.969,70"
2022-11-22,Fiat Pulse,"2.849,70"
2022-11-22,Hyundai HB20,"2.839,80"
2022-11-22,Volkswagen T-Cross,"3.279,90"
2022-11-22,Jeep Compass,"4.119,90"
2022-11-22,Fiat Toro,"5.069,70"
2022-11-22,Nissan Kicks,"3.529,80"
2022-11-22,Chevrolet Spin,"2.769,90"
2022-11-22,Nissan Kicks,"3.169,80"
2022-11-22,Fiat Argo,"1.819,80"
2022-11-22,Chevrolet Onix,"1.949,70"
2022-11-22,Chevrolet Onix,"2.399,70"
2022-11-22,Fiat Strada,"2.419,80"
2022-11-22,Volkswagen Gol,"1.739,70"
2022-11-22,Chevrolet Tracker,"3.339,90"
2022-11-22,Renault Kwid,"1.669,80"
2022-11-22,Chevrolet Onix,"2.259,90"
2022-11-22,Fiat Mobi,"1.699,80"
2022-11-22,Volkswagen Voyage,"1.799,70"
2022-11-22,Chevrolet Onix,"2.039,70"
2022-11-22,Hyundai HB20,"2.019,90"
2022-11-22,Fiat Argo,"1.899,90"
2022-11-23,Chevrolet S10,"5.539,80"
2022-11-23,Mitsubishi L200,"6.099,90"
2022-11-23,Mitsubishi L200,"6.369,90"
2022-11-23,Chevrolet Cruze,"4.069,80"
2022-11-23,Fiat Cronos,"2.129,70"
2022-11-23,Citroën C3,"1.859,70"
2022-11-23,Peugeot 208,"2.039,70"
2022-11-23,Citroën C4,"2.519,70"
2022-11-23,Hyundai HB20,"2.469,90"
2022-11-23,Peugeot 2008,"2.389,80"
2022-11-23,Renault Kwid,"1.719,90"
2022-11-23,Hyundai HB20,"2.099,70"
2022-11-23,Jeep Renegade,"2.989,80"
2022-11-23,Fiat Toro,"3.799,80"
2022-11-23,Fiat Mobi,"1.559,70"
2022-11-23,Hyundai HB20,"2.339,70"
2022-11-23,Jeep Commander,"5.269,80"
2022-11-23,Citroën C4,"2.419,80"
2022-11-23,Jeep Commander,"6.569,70"
2022-11-23,Fiat Pulse,"2.619,90"
2022-11-23,Volkswagen Nivus,"2.959,80"
2022-11-23,BYD TAN,"13.969,80"
2022-11-23,Jeep Renegade,"3.039,90"
2022-11-23,Jeep Renegade,"3.619,80"
2022-11-23,Nissan Frontier,"6.969,90"
2022-11-23,Jeep Compass,"5.109,90"
2022-11-23,Citroën C4,"3.219,90"
2022-11-23,Nissan Kicks,"2.969,70"
2022-11-23,Fiat Pulse,"2.849,70"
2022-11-23,Hyundai HB20,"2.839,80"
2022-11-23,Jeep Compass,"4.119,90"
2022-11-23,Fiat Toro,"5.069,70"
2022-11-23,Nissan Kicks,"3.529,80"
2022-11-23,Chevrolet Spin,"2.769,90"
2022-11-23,Nissan Kicks,"3.169,80"
2022-11-23,Fiat Argo,"1.819,80"
2022-11-23,Chevrolet Onix,"1.949,70"
2022-11-23,Chevrolet Onix,"2.399,70"
2022-11-23,Fiat Strada,"2.419,80"
2022-11-23,Volkswagen Gol,"1.739,70"
2022-11-23,Chevrolet Tracker,"3.339,90"
2022-11-23,Renault Kwid,"1.669,80"
2022-11-23,Chevrolet Onix,"2.259,90"
2022-11-23,Fiat Mobi,"1.699,80"
2022-11-23,Volkswagen Voyage,"1.799,70"
2022-11-23,Chevrolet Onix,"2.039,70"
2022-11-23,Hyundai HB20,"2.019,90"
2022-11-23,Fiat Argo,"1.899,90"
2022-11-24,Chevrolet S10,"5.539,80"
2022-11-24,Mitsubishi L200,"6.099,90"
2022-11-24,Mitsubishi L200,"6.369,90"
2022-11-24,Chevrolet Cruze,"4.069,80"
2022-11-24,Fiat Cronos,"2.129,70"
2022-11-24,Citroën C3,"1.859,70"
2022-11-24,Peugeot 208,"2.039,70"
2022-11-24,Citroën C4,"2.519,70"
2022-11-24,Hyundai HB20,"2.469,90"
2022-11-24,Peugeot 2008,"2.389,80"
2022-11-24,Renault Kwid,"1.719,90"
2022-11-24,Hyundai HB20,"2.099,70"
2022-11-24,Jeep Renegade,"2.989,80"
2022-11-24,Fiat Toro,"3.799,80"
2022-11-24,Fiat Mobi,"1.559,70"
2022-11-24,Hyundai HB20,"2.339,70"
2022-11-24,Jeep Commander,"5.269,80"
2022-11-24,Citroën C4,"2.419,80"
2022-11-24,Jeep Commander,"6.569,70"
2022-11-24,Fiat Pulse,"2.619,90"
2022-11-24,Volkswagen Nivus,"2.959,80"
2022-11-24,BYD TAN,"13.969,80"
2022-11-24,Jeep Renegade,"3.039,90"
2022-11-24,Jeep Renegade,"3.619,80"
2022-11-24,Nissan Frontier,"6.969,90"
